image_id	width	height	aspect_ratio
279	256	256	1.000000
280	256	256	1.000000
281	256	256	1.000000
282	256	256	1.000000
283	256	256	1.000000
284	256	256	1.000000
285	256	256	1.000000
286	256	256	1.000000
287	256	256	1.000000
288	256	256	1.000000
289	256	256	1.000000
290	256	256	1.000000
291	256	256	1.000000
292	256	256	1.000000
293	256	256	1.000000
294	256	256	1.000000
295	256	256	1.000000
296	256	256	1.000000
297	256	256	1.000000
298	256	256	1.000000
299	256	256	1.000000
300	256	256	1.000000
301	256	256	1.000000
302	256	256	1.000000
303	256	256	1.000000
304	256	256	1.000000
305	256	256	1.000000
306	256	256	1.000000
307	256	256	1.000000
308	256	256	1.000000
309	256	256	1.000000
310	256	256	1.000000
311	256	256	1.000000
312	256	256	1.000000
313	256	256	1.000000
314	256	256	1.000000
315	256	256	1.000000
316	256	256	1.000000
317	256	256	1.000000
318	256	256	1.000000
319	256	256	1.000000
320	256	256	1.000000
321	256	256	1.000000
322	256	256	1.000000
323	256	256	1.000000
324	256	256	1.000000
325	256	256	1.000000
326	256	256	1.000000
327	256	256	1.000000
328	256	256	1.000000
329	256	256	1.000000
330	256	256	1.000000
331	256	256	1.000000
332	256	256	1.000000
333	256	256	1.000000
334	256	256	1.000000
335	256	256	1.000000
336	256	256	1.000000
337	256	256	1.000000
338	256	256	1.000000
339	256	256	1.000000
340	256	256	1.000000
341	256	256	1.000000
342	256	256	1.000000
343	256	256	1.000000
344	256	256	1.000000
345	256	256	1.000000
346	256	256	1.000000
347	256	256	1.000000
348	256	256	1.000000
349	256	256	1.000000
350	256	256	1.000000
351	256	256	1.000000
352	256	256	1.000000
353	256	256	1.000000
354	256	256	1.000000
355	256	256	1.000000
356	256	256	1.000000
357	256	256	1.000000
358	256	256	1.000000
359	256	256	1.000000
360	256	256	1.000000
361	256	256	1.000000
362	256	256	1.000000
363	256	256	1.000000
364	256	256	1.000000
365	256	256	1.000000
366	256	256	1.000000
367	256	256	1.000000
368	256	256	1.000000
369	256	256	1.000000
370	256	256	1.000000
371	256	256	1.000000
372	256	256	1.000000
373	256	256	1.000000
374	256	256	1.000000
375	256	256	1.000000
376	256	256	1.000000
377	256	256	1.000000
378	256	256	1.000000
379	256	256	1.000000
380	256	256	1.000000
381	256	256	1.000000
382	256	256	1.000000
383	256	256	1.000000
384	256	256	1.000000
385	256	256	1.000000
386	256	256	1.000000
387	256	256	1.000000
388	256	256	1.000000
389	256	256	1.000000
390	256	256	1.000000
391	256	256	1.000000
392	256	256	1.000000
393	256	256	1.000000
394	256	256	1.000000
395	256	256	1.000000
396	256	256	1.000000
397	256	256	1.000000
398	256	256	1.000000
399	256	256	1.000000
400	256	256	1.000000
401	256	256	1.000000
402	256	256	1.000000
403	256	256	1.000000
404	256	256	1.000000
405	256	256	1.000000
406	256	256	1.000000
407	256	256	1.000000
408	256	256	1.000000
409	256	256	1.000000
410	256	256	1.000000
411	256	256	1.000000
412	256	256	1.000000
413	256	256	1.000000
414	256	256	1.000000
415	256	256	1.000000
416	256	256	1.000000
417	256	256	1.000000
418	256	256	1.000000
419	256	256	1.000000
420	256	256	1.000000
421	256	256	1.000000
422	256	256	1.000000
423	256	256	1.000000
424	256	256	1.000000
425	256	256	1.000000
426	256	256	1.000000
427	256	256	1.000000
428	256	256	1.000000
429	256	256	1.000000
430	256	256	1.000000
431	256	256	1.000000
432	256	256	1.000000
433	256	256	1.000000
434	256	256	1.000000
435	256	256	1.000000
436	256	256	1.000000
437	256	256	1.000000
438	256	256	1.000000
439	256	256	1.000000
440	256	256	1.000000
441	256	256	1.000000
442	256	256	1.000000
443	256	256	1.000000
444	256	256	1.000000
445	256	256	1.000000
446	256	256	1.000000
447	256	256	1.000000
448	256	256	1.000000
449	256	256	1.000000
450	256	256	1.000000
451	256	256	1.000000
452	256	256	1.000000
453	256	256	1.000000
454	256	256	1.000000
455	256	256	1.000000
456	256	256	1.000000
457	256	256	1.000000
458	256	256	1.000000
459	256	256	1.000000
460	256	256	1.000000
461	256	256	1.000000
462	256	256	1.000000
463	256	256	1.000000
464	256	256	1.000000
465	256	256	1.000000
466	256	256	1.000000
467	256	256	1.000000
468	256	256	1.000000
469	256	256	1.000000
470	256	256	1.000000
471	256	256	1.000000
472	256	256	1.000000
473	256	256	1.000000
474	256	256	1.000000
475	256	256	1.000000
476	256	256	1.000000
477	256	256	1.000000
478	256	256	1.000000
479	256	256	1.000000
480	256	256	1.000000
481	256	256	1.000000
482	256	256	1.000000
483	256	256	1.000000
484	256	256	1.000000
485	256	256	1.000000
486	256	256	1.000000
487	256	256	1.000000
488	256	256	1.000000
489	256	256	1.000000
490	256	256	1.000000
491	256	256	1.000000
492	256	256	1.000000
493	256	256	1.000000
494	256	256	1.000000
495	256	256	1.000000
496	256	256	1.000000
497	256	256	1.000000
498	256	256	1.000000
499	256	256	1.000000
500	256	256	1.000000
501	256	256	1.000000
502	256	256	1.000000
503	256	256	1.000000
504	256	256	1.000000
505	256	256	1.000000
506	256	256	1.000000
507	256	256	1.000000
508	256	256	1.000000
509	256	256	1.000000
510	256	256	1.000000
511	256	256	1.000000
512	256	256	1.000000
513	256	256	1.000000
514	256	256	1.000000
515	256	256	1.000000
516	256	256	1.000000
517	256	256	1.000000
518	256	256	1.000000
519	256	256	1.000000
520	256	256	1.000000
521	256	256	1.000000
522	256	256	1.000000
523	256	256	1.000000
524	256	256	1.000000
525	256	256	1.000000
526	256	256	1.000000
527	256	256	1.000000
528	256	256	1.000000
529	256	256	1.000000
530	256	256	1.000000
531	256	256	1.000000
532	256	256	1.000000
533	256	256	1.000000
534	256	256	1.000000
535	256	256	1.000000
536	256	256	1.000000
537	256	256	1.000000
538	256	256	1.000000
539	256	256	1.000000
540	256	256	1.000000
541	256	256	1.000000
542	256	256	1.000000
543	256	256	1.000000
544	256	256	1.000000
545	256	256	1.000000
546	256	256	1.000000
547	256	256	1.000000
548	256	256	1.000000
549	256	256	1.000000
550	256	256	1.000000
551	256	256	1.000000
552	256	256	1.000000
553	256	256	1.000000
554	256	256	1.000000
555	256	256	1.000000
556	256	256	1.000000
557	256	256	1.000000
558	256	256	1.000000
559	256	256	1.000000
560	256	256	1.000000
561	256	256	1.000000
562	256	256	1.000000
563	256	256	1.000000
564	256	256	1.000000
565	256	256	1.000000
566	256	256	1.000000
567	256	256	1.000000
568	256	256	1.000000
569	256	256	1.000000
570	256	256	1.000000
571	256	256	1.000000
572	256	256	1.000000
573	256	256	1.000000
574	256	256	1.000000
575	256	256	1.000000
576	256	256	1.000000
577	256	256	1.000000
578	256	256	1.000000
579	256	256	1.000000
580	256	256	1.000000
581	256	256	1.000000
582	256	256	1.000000
583	256	256	1.000000
584	256	256	1.000000
585	256	256	1.000000
586	256	256	1.000000
587	256	256	1.000000
588	256	256	1.000000
589	256	256	1.000000
590	256	256	1.000000
591	256	256	1.000000
592	256	256	1.000000
593	256	256	1.000000
594	256	256	1.000000
595	256	256	1.000000
596	256	256	1.000000
597	256	256	1.000000
598	256	256	1.000000
599	256	256	1.000000
600	256	256	1.000000
601	256	256	1.000000
602	256	256	1.000000
603	256	256	1.000000
604	256	256	1.000000
605	256	256	1.000000
606	256	256	1.000000
607	256	256	1.000000
608	256	256	1.000000
609	256	256	1.000000
610	256	256	1.000000
611	256	256	1.000000
612	256	256	1.000000
613	256	256	1.000000
614	256	256	1.000000
615	256	256	1.000000
616	256	256	1.000000
617	256	256	1.000000
618	256	256	1.000000
619	256	256	1.000000
620	256	256	1.000000
621	256	256	1.000000
622	256	256	1.000000
623	256	256	1.000000
624	256	256	1.000000
625	256	256	1.000000
626	256	256	1.000000
627	256	256	1.000000
628	256	256	1.000000
629	256	256	1.000000
630	256	256	1.000000
631	256	256	1.000000
632	256	256	1.000000
633	256	256	1.000000
634	256	256	1.000000
635	256	256	1.000000
636	256	256	1.000000
637	256	256	1.000000
638	256	256	1.000000
639	256	256	1.000000
640	256	256	1.000000
641	256	256	1.000000
642	256	256	1.000000
643	256	256	1.000000
644	256	256	1.000000
645	256	256	1.000000
646	256	256	1.000000
647	256	256	1.000000
648	256	256	1.000000
649	256	256	1.000000
650	256	256	1.000000
651	256	256	1.000000
652	256	256	1.000000
653	256	256	1.000000
654	256	256	1.000000
655	256	256	1.000000
656	256	256	1.000000
657	256	256	1.000000
658	256	256	1.000000
659	256	256	1.000000
660	256	256	1.000000
661	256	256	1.000000
662	256	256	1.000000
663	256	256	1.000000
664	256	256	1.000000
665	256	256	1.000000
666	256	256	1.000000
667	256	256	1.000000
668	256	256	1.000000
669	256	256	1.000000
670	256	256	1.000000
671	256	256	1.000000
672	256	256	1.000000
673	256	256	1.000000
674	256	256	1.000000
675	256	256	1.000000
676	256	256	1.000000
677	256	256	1.000000
678	256	256	1.000000
679	256	256	1.000000
680	256	256	1.000000
681	256	256	1.000000
682	256	256	1.000000
683	256	256	1.000000
684	256	256	1.000000
685	256	256	1.000000
686	256	256	1.000000
687	256	256	1.000000
688	256	256	1.000000
689	256	256	1.000000
690	256	256	1.000000
691	256	256	1.000000
692	256	256	1.000000
693	256	256	1.000000
694	256	256	1.000000
695	256	256	1.000000
696	256	256	1.000000
697	256	256	1.000000
698	256	256	1.000000
699	256	256	1.000000
700	256	256	1.000000
701	256	256	1.000000
702	256	256	1.000000
703	256	256	1.000000
704	256	256	1.000000
705	256	256	1.000000
706	256	256	1.000000
707	256	256	1.000000
708	256	256	1.000000
709	256	256	1.000000
710	256	256	1.000000
711	256	256	1.000000
712	256	256	1.000000
713	256	256	1.000000
714	256	256	1.000000
715	256	256	1.000000
716	256	256	1.000000
717	256	256	1.000000
718	256	256	1.000000
719	256	256	1.000000
720	256	256	1.000000
721	256	256	1.000000
722	256	256	1.000000
723	256	256	1.000000
724	256	256	1.000000
725	256	256	1.000000
726	256	256	1.000000
727	256	256	1.000000
728	256	256	1.000000
729	256	256	1.000000
730	256	256	1.000000
731	256	256	1.000000
732	256	256	1.000000
733	256	256	1.000000
734	256	256	1.000000
735	256	256	1.000000
736	256	256	1.000000
737	256	256	1.000000
738	256	256	1.000000
739	256	256	1.000000
740	256	256	1.000000
741	256	256	1.000000
742	256	256	1.000000
743	256	256	1.000000
744	256	256	1.000000
745	256	256	1.000000
746	256	256	1.000000
747	256	256	1.000000
748	256	256	1.000000
749	256	256	1.000000
750	256	256	1.000000
751	256	256	1.000000
752	256	256	1.000000
753	256	256	1.000000
754	256	256	1.000000
755	256	256	1.000000
756	256	256	1.000000
757	256	256	1.000000
758	256	256	1.000000
759	256	256	1.000000
760	256	256	1.000000
761	256	256	1.000000
762	256	256	1.000000
763	256	256	1.000000
764	256	256	1.000000
765	256	256	1.000000
766	256	256	1.000000
767	256	256	1.000000
768	256	256	1.000000
769	256	256	1.000000
770	256	256	1.000000
771	256	256	1.000000
772	256	256	1.000000
773	256	256	1.000000
774	256	256	1.000000
775	256	256	1.000000
776	256	256	1.000000
777	256	256	1.000000
778	256	256	1.000000
779	256	256	1.000000
780	256	256	1.000000
781	256	256	1.000000
782	256	256	1.000000
783	256	256	1.000000
784	256	256	1.000000
785	256	256	1.000000
786	256	256	1.000000
787	256	256	1.000000
788	256	256	1.000000
789	256	256	1.000000
790	256	256	1.000000
791	256	256	1.000000
792	256	256	1.000000
793	256	256	1.000000
794	256	256	1.000000
795	256	256	1.000000
796	256	256	1.000000
797	256	256	1.000000
798	256	256	1.000000
799	256	256	1.000000
800	256	256	1.000000
801	256	256	1.000000
802	256	256	1.000000
803	256	256	1.000000
804	256	256	1.000000
805	256	256	1.000000
806	256	256	1.000000
807	256	256	1.000000
808	256	256	1.000000
809	256	256	1.000000
810	256	256	1.000000
811	256	256	1.000000
812	256	256	1.000000
813	256	256	1.000000
814	256	256	1.000000
815	256	256	1.000000
816	256	256	1.000000
817	256	256	1.000000
818	256	256	1.000000
819	256	256	1.000000
820	256	256	1.000000
821	256	256	1.000000
822	256	256	1.000000
823	256	256	1.000000
824	256	256	1.000000
825	256	256	1.000000
826	256	256	1.000000
827	256	256	1.000000
828	256	256	1.000000
829	256	256	1.000000
830	256	256	1.000000
831	256	256	1.000000
832	256	256	1.000000
833	256	256	1.000000
834	256	256	1.000000
835	256	256	1.000000
836	256	256	1.000000
837	256	256	1.000000
838	256	256	1.000000
839	256	256	1.000000
840	256	256	1.000000
841	256	256	1.000000
842	256	256	1.000000
843	256	256	1.000000
844	256	256	1.000000
845	256	256	1.000000
846	256	256	1.000000
847	256	256	1.000000
848	256	256	1.000000
849	256	256	1.000000
850	256	256	1.000000
851	256	256	1.000000
852	256	256	1.000000
853	256	256	1.000000
854	256	256	1.000000
855	256	256	1.000000
856	256	256	1.000000
857	256	256	1.000000
858	256	256	1.000000
859	256	256	1.000000
860	256	256	1.000000
861	256	256	1.000000
862	256	256	1.000000
863	256	256	1.000000
864	256	256	1.000000
865	256	256	1.000000
866	256	256	1.000000
867	256	256	1.000000
868	256	256	1.000000
869	256	256	1.000000
870	256	256	1.000000
871	256	256	1.000000
872	256	256	1.000000
873	256	256	1.000000
874	256	256	1.000000
875	256	256	1.000000
876	256	256	1.000000
877	256	256	1.000000
878	256	256	1.000000
879	256	256	1.000000
880	256	256	1.000000
881	256	256	1.000000
882	256	256	1.000000
883	256	256	1.000000
884	256	256	1.000000
885	256	256	1.000000
886	256	256	1.000000
887	256	256	1.000000
888	256	256	1.000000
889	256	256	1.000000
890	256	256	1.000000
891	256	256	1.000000
892	256	256	1.000000
893	256	256	1.000000
894	256	256	1.000000
895	256	256	1.000000
896	256	256	1.000000
897	256	256	1.000000
898	256	256	1.000000
899	256	256	1.000000
900	256	256	1.000000
901	256	256	1.000000
902	256	256	1.000000
903	256	256	1.000000
904	256	256	1.000000
905	256	256	1.000000
906	256	256	1.000000
907	256	256	1.000000
908	256	256	1.000000
909	256	256	1.000000
910	256	256	1.000000
911	256	256	1.000000
912	256	256	1.000000
913	256	256	1.000000
914	256	256	1.000000
915	256	256	1.000000
916	256	256	1.000000
917	256	256	1.000000
918	256	256	1.000000
919	256	256	1.000000
920	256	256	1.000000
921	256	256	1.000000
922	256	256	1.000000
923	256	256	1.000000
924	256	256	1.000000
925	256	256	1.000000
926	256	256	1.000000
927	256	256	1.000000
928	256	256	1.000000
929	256	256	1.000000
930	256	256	1.000000
931	256	256	1.000000
932	256	256	1.000000
933	256	256	1.000000
934	256	256	1.000000
935	256	256	1.000000
936	256	256	1.000000
937	256	256	1.000000
938	256	256	1.000000
939	256	256	1.000000
940	256	256	1.000000
941	256	256	1.000000
942	256	256	1.000000
943	256	256	1.000000
944	256	256	1.000000
945	256	256	1.000000
946	256	256	1.000000
947	256	256	1.000000
948	256	256	1.000000
949	256	256	1.000000
950	256	256	1.000000
951	256	256	1.000000
952	256	256	1.000000
953	256	256	1.000000
954	256	256	1.000000
955	256	256	1.000000
956	256	256	1.000000
957	256	256	1.000000
958	256	256	1.000000
959	256	256	1.000000
960	256	256	1.000000
961	256	256	1.000000
962	256	256	1.000000
963	256	256	1.000000
964	256	256	1.000000
965	256	256	1.000000
966	256	256	1.000000
967	256	256	1.000000
968	256	256	1.000000
969	256	256	1.000000
970	256	256	1.000000
971	256	256	1.000000
972	256	256	1.000000
973	256	256	1.000000
974	256	256	1.000000
975	256	256	1.000000
976	256	256	1.000000
977	256	256	1.000000
978	256	256	1.000000
979	256	256	1.000000
980	256	256	1.000000
981	256	256	1.000000
982	256	256	1.000000
983	256	256	1.000000
984	256	256	1.000000
985	256	256	1.000000
986	256	256	1.000000
987	256	256	1.000000
988	256	256	1.000000
989	256	256	1.000000
990	256	256	1.000000
991	256	256	1.000000
992	256	256	1.000000
993	256	256	1.000000
994	256	256	1.000000
995	256	256	1.000000
996	256	256	1.000000
997	256	256	1.000000
998	256	256	1.000000
999	256	256	1.000000
1000	256	256	1.000000
1001	256	256	1.000000
1002	256	256	1.000000
1003	256	256	1.000000
1004	256	256	1.000000
1005	256	256	1.000000
1006	256	256	1.000000
1007	256	256	1.000000
1008	256	256	1.000000
1009	256	256	1.000000
1010	256	256	1.000000
1011	256	256	1.000000
1012	256	256	1.000000
1013	256	256	1.000000
1014	256	256	1.000000
1015	256	256	1.000000
1016	256	256	1.000000
1017	256	256	1.000000
1018	256	256	1.000000
1019	256	256	1.000000
1020	256	256	1.000000
1021	256	256	1.000000
1022	256	256	1.000000
1023	256	256	1.000000
1024	256	256	1.000000
1025	256	256	1.000000
1026	256	256	1.000000
1027	256	256	1.000000
1028	256	256	1.000000
1029	256	256	1.000000
1030	256	256	1.000000
1031	256	256	1.000000
1032	256	256	1.000000
1033	256	256	1.000000
1034	256	256	1.000000
1035	256	256	1.000000
1036	256	256	1.000000
1037	256	256	1.000000
1038	256	256	1.000000
1039	256	256	1.000000
1040	256	256	1.000000
1041	256	256	1.000000
1042	256	256	1.000000
1043	256	256	1.000000
1044	256	256	1.000000
1045	256	256	1.000000
1046	256	256	1.000000
1047	256	256	1.000000
1048	256	256	1.000000
1049	256	256	1.000000
1050	256	256	1.000000
1051	256	256	1.000000
1052	256	256	1.000000
1053	256	256	1.000000
1054	256	256	1.000000
1055	256	256	1.000000
1056	256	256	1.000000
1057	256	256	1.000000
1058	256	256	1.000000
1059	256	256	1.000000
1060	256	256	1.000000
1061	256	256	1.000000
1062	256	256	1.000000
1063	256	256	1.000000
1064	256	256	1.000000
1065	256	256	1.000000
1066	256	256	1.000000
1067	256	256	1.000000
1068	256	256	1.000000
1069	256	256	1.000000
1070	256	256	1.000000
1071	256	256	1.000000
1072	256	256	1.000000
1073	256	256	1.000000
1074	256	256	1.000000
1075	256	256	1.000000
1076	256	256	1.000000
1077	256	256	1.000000
1078	256	256	1.000000
1079	256	256	1.000000
1080	256	256	1.000000
1081	256	256	1.000000
1082	256	256	1.000000
1083	256	256	1.000000
1084	256	256	1.000000
1085	256	256	1.000000
1086	256	256	1.000000
1087	256	256	1.000000
1088	256	256	1.000000
1089	256	256	1.000000
1090	256	256	1.000000
1091	256	256	1.000000
1092	256	256	1.000000
1093	256	256	1.000000
1094	256	256	1.000000
1095	256	256	1.000000
1096	256	256	1.000000
1097	256	256	1.000000
1098	256	256	1.000000
1099	256	256	1.000000
1100	256	256	1.000000
1101	256	256	1.000000
1102	256	256	1.000000
1103	256	256	1.000000
1104	256	256	1.000000
1105	256	256	1.000000
1106	256	256	1.000000
1107	256	256	1.000000
1108	256	256	1.000000
1109	256	256	1.000000
1110	256	256	1.000000
1111	256	256	1.000000
1112	256	256	1.000000
1113	256	256	1.000000
1114	256	256	1.000000
1115	256	256	1.000000
1116	256	256	1.000000
1117	256	256	1.000000
1118	256	256	1.000000
1119	256	256	1.000000
1120	256	256	1.000000
1121	256	256	1.000000
1122	256	256	1.000000
1123	256	256	1.000000
1124	256	256	1.000000
1125	256	256	1.000000
1126	256	256	1.000000
1127	256	256	1.000000
1128	256	256	1.000000
1129	256	256	1.000000
1130	256	256	1.000000
1131	256	256	1.000000
1132	256	256	1.000000
1133	256	256	1.000000
1134	256	256	1.000000
1135	256	256	1.000000
1136	256	256	1.000000
1137	256	256	1.000000
1138	256	256	1.000000
1139	256	256	1.000000
1140	256	256	1.000000
1141	256	256	1.000000
1142	256	256	1.000000
1143	256	256	1.000000
1144	256	256	1.000000
1145	256	256	1.000000
1146	256	256	1.000000
1147	256	256	1.000000
1148	256	256	1.000000
1149	256	256	1.000000
1150	256	256	1.000000
1151	256	256	1.000000
1152	256	256	1.000000
1153	256	256	1.000000
1154	256	256	1.000000
1155	256	256	1.000000
1156	256	256	1.000000
1157	256	256	1.000000
1158	256	256	1.000000
1159	256	256	1.000000
1160	256	256	1.000000
1161	256	256	1.000000
1162	256	256	1.000000
1163	256	256	1.000000
1164	256	256	1.000000
1165	256	256	1.000000
1166	256	256	1.000000
1167	256	256	1.000000
1168	256	256	1.000000
1169	256	256	1.000000
1170	256	256	1.000000
1171	256	256	1.000000
1172	256	256	1.000000
1173	256	256	1.000000
1174	256	256	1.000000
1175	256	256	1.000000
1176	256	256	1.000000
1177	256	256	1.000000
1178	256	256	1.000000
1179	256	256	1.000000
1180	256	256	1.000000
1181	256	256	1.000000
1182	256	256	1.000000
1183	256	256	1.000000
1184	256	256	1.000000
1185	256	256	1.000000
1186	256	256	1.000000
1187	256	256	1.000000
1188	256	256	1.000000
1189	256	256	1.000000
1190	256	256	1.000000
1191	256	256	1.000000
1192	256	256	1.000000
1193	256	256	1.000000
1194	256	256	1.000000
1195	256	256	1.000000
1196	256	256	1.000000
1197	256	256	1.000000
1198	256	256	1.000000
1199	256	256	1.000000
1200	256	256	1.000000
1201	256	256	1.000000
1202	256	256	1.000000
1203	256	256	1.000000
1204	256	256	1.000000
1205	256	256	1.000000
1206	256	256	1.000000
1207	256	256	1.000000
1208	256	256	1.000000
1209	256	256	1.000000
1210	256	256	1.000000
1211	256	256	1.000000
1212	256	256	1.000000
1213	256	256	1.000000
1214	256	256	1.000000
1215	256	256	1.000000
1216	256	256	1.000000
1217	256	256	1.000000
1218	256	256	1.000000
1219	256	256	1.000000
1220	256	256	1.000000
1221	256	256	1.000000
1222	256	256	1.000000
1223	256	256	1.000000
1224	256	256	1.000000
1225	256	256	1.000000
1226	256	256	1.000000
1227	256	256	1.000000
1228	256	256	1.000000
1229	256	256	1.000000
1230	256	256	1.000000
1231	256	256	1.000000
1232	256	256	1.000000
1233	256	256	1.000000
1234	256	256	1.000000
1235	256	256	1.000000
1236	256	256	1.000000
1237	256	256	1.000000
1238	256	256	1.000000
1239	256	256	1.000000
1240	256	256	1.000000
1241	256	256	1.000000
1242	256	256	1.000000
1243	256	256	1.000000
1244	256	256	1.000000
